name,ingredients_json,mood_labels,tags,category,instructions,glass,garnish,prep_time,difficulty,image_url,date
Dry Rob Roy,"[{""name"":""Scotch"",""measure"":""2 1/2 oz""},{""name"":""Dry Vermouth"",""measure"":""1 1/2 tsp""},{""name"":""Lemon peel"",""measure"":""1 twist of""}]","energy_bold_spirit_forward,time_nightcap","style_classic,flavor_citrus,strength_strong,serve_up",cat_short_spirit_forward,"Combine 2 1/2 oz Scotch and 1 1/2 tsp dry vermouth in a mixing glass filled with ice, stir well, then strain into a chilled cocktail glass and garnish with a twist of lemon peel.",glass_martini,lemon twist,2 minutes,Medium,https://drive.google.com/file/d/1chs4mtr1D6pkvX1uSv056xo9En5QLNmB/view?usp=drivesdk,2025-09-28
Dubliner,"[{""name"":""Irish Whiskey"",""measure"":""""},{""name"":""Grand Marnier"",""measure"":""""},{""name"":""Red Vermouth"",""measure"":""""},{""name"":""Orange bitters"",""measure"":""""}]","energy_bold_spirit_forward,time_nightcap","style_classic,flavor_citrus,strength_moderate",cat_short_spirit_forward,"Combine Irish whiskey, Grand Marnier, red vermouth, and a dash of orange bitters in a mixing glass with ice. Stir well and strain into a chilled glass.",glass_coffee_mug,orange twist,2 minutes,Medium,https://drive.google.com/file/d/1yPGkEjUbFaz8azTpaGz3TkipWHF9kFak/view?usp=drivesdk,2025-09-28
Dubonnet Cocktail,"[{""name"":""Dubonnet Rouge"",""measure"":""1 1/2 oz""},{""name"":""Gin"",""measure"":""3/4 oz""},{""name"":""Bitters"",""measure"":""1 dash""},{""name"":""Lemon peel"",""measure"":""1 twist of""}]","energy_bold_spirit_forward,time_aperitif","style_classic,flavor_bitter,strength_moderate,serve_up",cat_short_spirit_forward,"Stir together 1 1/2 oz Dubonnet Rouge, 3/4 oz gin, and 1 dash of bitters with ice, then strain into a chilled cocktail glass. Garnish with a twist of lemon peel.",glass_martini,lemon twist,2 minutes,Easy,https://drive.google.com/file/d/1dWzhnax8ar98TqekoFwbJfCReQlKC62M/view?usp=drivesdk,2025-09-28
Duchamp's Punch,"[{""name"":""Pisco"",""measure"":""5 cl""},{""name"":""Lime Juice"",""measure"":""2.5 cl""},{""name"":""Pineapple Syrup"",""measure"":""2.5 cl""},{""name"":""St. Germain"",""measure"":""1.5 cl""},{""name"":""Angostura Bitters"",""measure"":""2 Dashes""},{""name"":""Pepper"",""measure"":""Pinch""},{""name"":""Lavender"",""measure"":""2 sprigs""}]","energy_light_refreshing,time_aperitif","style_punch,flavor_citrus,flavor_fruity,flavor_herbal,strength_moderate,occ_party",cat_punch_party,"Combine pisco, lime juice, pineapple syrup, St. Germain, Angostura bitters, and a pinch of pepper, then fine strain into a chilled old-fashioned glass with a large ice cube. Garnish with two sprigs of lavender.",glass_rocks,none,4 minutes,Medium,https://drive.google.com/file/d/1AoHB_Nm45si0FJCNRzcv0QjnwJVSm_cF/view?usp=drivesdk,2025-09-28
Dutchman’s Daiquiri,"[{""name"":""Bols genever"",""measure"":""""},{""name"":""Red chile pepper, seeded and sliced"",""measure"":""""},{""name"":""Lime juice"",""measure"":""""},{""name"":""Rich sugar syrup (2 parts sugar, 1 part water)"",""measure"":""""}]","energy_bold_spirit_forward,energy_light_refreshing","style_contemporary_classic,style_sour_family,flavor_citrus,flavor_spicy,strength_moderate",cat_short_shaken_citrus,"Muddle the sliced red chile pepper in a shaker, then add Bols genever, lime juice, and rich sugar syrup. Shake with ice and fine strain into a chilled coupe.",glass_coffee_mug,lime wheel,4 minutes,Medium,https://drive.google.com/file/d/19cvdte8_AWZWDP3A5_jSJte_dHD8gABa/view?usp=drivesdk,2025-09-28
Earl Grey Gin Tea,"[{""name"":""earl grey tea"",""measure"":""""},{""name"":""gin of choice"",""measure"":""""},{""name"":""boiled water"",""measure"":""""},{""name"":""cold water"",""measure"":""""},{""name"":""ice cubes"",""measure"":""""},{""name"":""honey or sweetener of choice"",""measure"":""""},{""name"":""milk or cream of choice (optional)"",""measure"":""""}]","energy_relaxed,time_aperitif","style_contemporary_classic,flavor_fruity,strength_low_abv,diet_dairy,serve_on_rocks",cat_coffee_tea,"Brew earl grey tea with boiled water, then cool it down with cold water. In a glass filled with ice, combine the tea, gin, and honey or sweetener, stirring gently. Optionally, add milk or cream before serving.",glass_coffee_mug,none,3 minutes,Easy,https://drive.google.com/file/d/1mXKVeXDYta39ko7-RpqOFnvuMCt8c9D6/view?usp=drivesdk,2025-09-28
Easy sangria,"[{""name"":""chopped oranges"",""measure"":""""},{""name"":""chopped pears"",""measure"":""""},{""name"":""chopped lemon"",""measure"":""""},{""name"":""juiced lemon"",""measure"":""""},{""name"":""chopped red berries"",""measure"":""""},{""name"":""caster sugar"",""measure"":""""},{""name"":""cinnamon"",""measure"":""""},{""name"":""ice"",""measure"":""""},{""name"":""light red wine"",""measure"":""""},{""name"":""Spanish brandy"",""measure"":""""},{""name"":""sparkling water"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_spritz,flavor_fruity,strength_moderate,season_summer,origin_spain",cat_punch_party,"In a large pitcher, combine chopped oranges, pears, lemon, red berries, juiced lemon, caster sugar, and cinnamon. Add light red wine and Spanish brandy, stirring gently to mix. Fill glasses with ice, pour the sangria over, and top with sparkling water.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1i6AF81KXnyyuURB6D9Q0smzDuEM6wg14/view?usp=drivesdk,2025-09-28
Egg Coffee,"[{""name"":""egg yolk"",""measure"":""""},{""name"":""sweetened condensed milk"",""measure"":""""},{""name"":""white sugar"",""measure"":""""},{""name"":""vanilla extract"",""measure"":""""},{""name"":""cocoa powder"",""measure"":""""},{""name"":""black, Vietnamese coffee"",""measure"":""""}]","intent_dessert,time_nightcap","style_contemporary_classic,flavor_coffee,diet_dairy,texture_creamy,occ_brunch",cat_coffee_tea,"Whisk together egg yolk, sweetened condensed milk, white sugar, and vanilla extract until creamy. Brew black Vietnamese coffee and pour it into a cup, then gently fold in the egg mixture. Dust with cocoa powder before serving.",glass_coffee_mug,none,4 minutes,Medium,https://drive.google.com/file/d/1Hvl_qarnsEZ2fZ42M5Cy8BfmOWjM35Lp/view?usp=drivesdk,2025-09-28
Egg Cream,"[{""name"":""Chocolate syrup"",""measure"":""2 tblsp""},{""name"":""Milk"",""measure"":""6 oz whole""},{""name"":""Soda water"",""measure"":""6 oz""}]","energy_relaxed,intent_dessert","style_contemporary_classic,flavor_chocolate,diet_dairy,texture_creamy",cat_unknown_other,"In a coffee mug, combine 2 tablespoons of chocolate syrup with 6 ounces of whole milk, then top with 6 ounces of soda water and stir gently. Serve with a straw.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1gFO0ytue4oSr37VgQKOs3A45TfNNYpPD/view?usp=drivesdk,2025-09-28
Egg Nog - Healthy,"[{""name"":""Egg"",""measure"":""1/2 cup""},{""name"":""Sugar"",""measure"":""3 tblsp""},{""name"":""Condensed milk"",""measure"":""13 oz skimmed""},{""name"":""Milk"",""measure"":""3/4 cup skimmed""},{""name"":""Vanilla extract"",""measure"":""1 tsp""},{""name"":""Rum"",""measure"":""1 tsp""},{""name"":""Nutmeg"",""measure"":""""}]","energy_cozy_warming,occ_party_high_energy","style_classic,diet_dairy,texture_creamy,occ_brunch",cat_punch_party,"Whip together egg substitute and sugar, then mix with condensed milk, skimmed milk, vanilla, and rum. Chill overnight and serve in a Collins glass, sprinkling nutmeg on top.",glass_collins,grated nutmeg,3 minutes,Medium,https://drive.google.com/file/d/1gey_iqiV3X6fu25kLBgoz_6NSBxD2LmC/view?usp=drivesdk,2025-09-28
Egg Nog #4,"[{""name"":""Egg yolk"",""measure"":""6""},{""name"":""Sugar"",""measure"":""1/4 cup""},{""name"":""Milk"",""measure"":""2 cups""},{""name"":""Light rum"",""measure"":""1/2 cup""},{""name"":""Bourbon"",""measure"":""1/2 cup""},{""name"":""Vanilla extract"",""measure"":""1 tsp""},{""name"":""Salt"",""measure"":""1/4 tsp""},{""name"":""Whipping cream"",""measure"":""1 cup""},{""name"":""Egg white"",""measure"":""6""},{""name"":""Sugar"",""measure"":""1/4 cup""},{""name"":""Nutmeg"",""measure"":""Ground""}]","energy_cozy_warming,occ_party_high_energy","style_classic,diet_dairy,texture_creamy,occ_brunch,holiday_christmas",cat_punch_party,"Beat 6 egg yolks until blended, then gradually add 1/4 cup sugar, beating until thick and lemon-colored. Stir in 2 cups milk, 1/2 cup light rum, 1/2 cup bourbon, 1 tsp vanilla, and 1/4 tsp salt, then chill. Whip 1 cup cream and set aside. In another bowl, beat 6 egg whites to soft peaks, gradually adding 1/4 cup sugar until stiff peaks form. Fold the yolk mixture and whipped cream into the egg whites. Serve immediately in a punch bowl, sprinkled with nutmeg.",glass_punch_bowl,grated nutmeg,6 minutes,Medium,https://drive.google.com/file/d/1TPA9AcSlI9aephh0H53gbNfrsnNSFIF2/view?usp=drivesdk,2025-09-28
Egg-Nog - Classic Cooked,"[{""name"":""Egg"",""measure"":""6""},{""name"":""Sugar"",""measure"":""1/4 cup""},{""name"":""Salt"",""measure"":""1/4 tsp""},{""name"":""Milk"",""measure"":""1 qt""},{""name"":""Vanilla extract"",""measure"":""1 tsp""}]","energy_cozy_warming,intent_dessert","style_classic,diet_dairy,texture_creamy,occ_brunch",cat_punch_party,"Beat together 6 eggs, 1/4 cup sugar, and 1/4 tsp salt in a large saucepan. Stir in 2 cups milk and cook over low heat, stirring constantly until thickened and reaching 160°F. Remove from heat, add 2 more cups milk and 1 tsp vanilla, then refrigerate until chilled. Serve in a pitcher, adding optional garnishes like chocolate curls, cinnamon sticks, or flavored spirits.",glass_pitcher,none,4 minutes,Medium,https://drive.google.com/file/d/1hA8lOsVLX3nscXHWiAC3Keuvo8D-yLfL/view?usp=drivesdk,2025-09-28
Eggnog,"[{""name"":""egg"",""measure"":""""},{""name"":""honey or sugar"",""measure"":""""},{""name"":""salt"",""measure"":""""},{""name"":""milk"",""measure"":""""}]","energy_cozy_warming,intent_dessert","style_classic,diet_dairy,texture_creamy,occ_brunch,season_winter,holiday_christmas",cat_milk_egg_cream,"In a mixing bowl, whisk together egg, honey or sugar, and a pinch of salt until well combined. Gradually stir in milk until smooth, then chill before serving.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1Y2ozR86hNLY_b4gcmXO71-Ibk0hLPYmk/view?usp=drivesdk,2025-09-28
Egyptian Fakhfakhina Drink,"[{""name"":""cut into cubes"",""measure"":""""},{""name"":""cut into cubes"",""measure"":""""},{""name"":""diced"",""measure"":""""},{""name"":""sliced"",""measure"":""""},{""name"":""sliced"",""measure"":""""},{""name"":""(optional)"",""measure"":""""},{""name"":""(optional)"",""measure"":""""},{""name"":""(optional)"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_new_era,flavor_fruity,serve_long,occ_party",cat_soft_zero_proof,"Combine diced and sliced fruits in a glass, adding optional ingredients if desired. Fill with ice cubes and top with additional sliced fruit for garnish.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1_4nXRlNJ-RH_PgGNGuHzin-14slS5bft/view?usp=drivesdk,2025-09-28
Egyptian Sobia Drink,"[{""name"":""dry uncooked rice"",""measure"":""""},{""name"":""water"",""measure"":""""},{""name"":""sugar (more or less depending on your liking)"",""measure"":""""},{""name"":""powdered milk"",""measure"":""""},{""name"":""coconut milk"",""measure"":""""},{""name"":""vanilla powder"",""measure"":""""}]","energy_cozy_warming,intent_dessert","style_new_era,flavor_sweet,diet_dairy,texture_creamy",cat_soft_zero_proof,"Soak dry uncooked rice in water for several hours, then drain and blend with fresh water until smooth. Strain the mixture into a bowl, adding sugar, powdered milk, coconut milk, and vanilla powder, stirring until well combined. Serve chilled.",glass_coffee_mug,none,1 minute,Easy,https://drive.google.com/file/d/1ynhReqliPdp-PAlpYIoFqG6Gxe9Z1t1C/view?usp=drivesdk,2025-09-28
El Diablo,"[{""name"":""Tequila"",""measure"":""""},{""name"":""Crème de Cassis"",""measure"":""""},{""name"":""Lime Juice"",""measure"":""""},{""name"":""Ginger Beer"",""measure"":""""}]","energy_bright_uplifting,time_aperitif","style_contemporary_classic,flavor_citrus,flavor_fruity,strength_moderate,serve_long",cat_highball_long,"Combine tequila, crème de cassis, and lime juice in a shaker with ice, then strain into a tall glass filled with ice and top with ginger beer.",glass_coffee_mug,lime wedge,4 minutes,Medium,https://drive.google.com/file/d/12yYutxQ6yli8X4tMEe4SAn9Z--ZzsRhN/view?usp=drivesdk,2025-09-28
El Presidente,"[{""name"":""White Rum"",""measure"":""""},{""name"":""Dry Vermouth"",""measure"":""""},{""name"":""Orange Curaçao (or Triple Sec, Cointreau)"",""measure"":""""},{""name"":""Grenadine"",""measure"":""""},{""name"":""Orange (garnish)"",""measure"":""""},{""name"":""Ice"",""measure"":""""}]","energy_bold_spirit_forward,time_aperitif","style_classic,flavor_citrus,serve_on_rocks",cat_wine_vermouth_aperitif,"Combine white rum, dry vermouth, orange curaçao, and grenadine in a mixing glass with ice, then strain into an ice-filled rocks glass. Garnish with an orange slice.",glass_coffee_mug,orange twist,3 minutes,Medium,https://drive.google.com/file/d/1S3Ma6jqEsnMrFvFxQ1Jihq5PDrPhjhdI/view?usp=drivesdk,2025-09-28
Elderflower Caipirinha,"[{""name"":""Cachaca"",""measure"":""60 ml""},{""name"":""Lime"",""measure"":""1""},{""name"":""Elderflower cordial"",""measure"":""3 cl""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_citrus,flavor_fruity,strength_moderate,serve_on_rocks",cat_highball_long,"Muddle the lime in a Collins glass, then fill with crushed ice and add Cachaca and elderflower cordial. Stir well, top with more crushed ice, and serve.",glass_collins,lime wedge,3 minutes,Medium,https://drive.google.com/file/d/13Ay6E376ISbc0ZqzhQN8vJmtK-VlvcLZ/view?usp=drivesdk,2025-09-28
Elderflower Cooler,"[{""name"":""Gin"",""measure"":""""},{""name"":""Bottlegreen elderflower cordial"",""measure"":""""},{""name"":""Cubed ice"",""measure"":""""},{""name"":""Cucumber"",""measure"":""""},{""name"":""Mint to garnish"",""measure"":""""},{""name"":""Soda"",""measure"":""""},{""name"":""of alcohol per tall glass"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_fruity,serve_long,occ_brunch,season_summer",cat_highball_long,"In a tall glass filled with cubed ice, combine gin and elderflower cordial, then top with soda. Stir gently and garnish with cucumber slices and mint.",glass_coffee_mug,mint sprig + cucumber ribbon,2 minutes,Easy,https://drive.google.com/file/d/1zBHD_-ZCmynZu6ZLh2nJUdoxCYY-LJ9q/view?usp=drivesdk,2025-09-28
Elderflower French 75,"[{""name"":""gin"",""measure"":""""},{""name"":""elderflower liqueur"",""measure"":""""},{""name"":""lemon juice, freshly squeezed"",""measure"":""""},{""name"":""champagne or prosecco"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_contemporary_classic,style_spritz,flavor_citrus,strength_moderate,serve_bubbly",cat_spritz_sparkling,"Combine gin, elderflower liqueur, and freshly squeezed lemon juice in a shaker with ice, then strain into a flute and top with champagne or prosecco.",glass_coffee_mug,lemon twist,4 minutes,Medium,https://drive.google.com/file/d/162eDdzjgKU6yqU5AYypLWHuuy2q9HvgL/view?usp=drivesdk,2025-09-28
Elderflower-tini,"[{""name"":""Vodka"",""measure"":""""},{""name"":""Lemon Juice"",""measure"":""""},{""name"":""Elderflower syrup"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,flavor_sweet,strength_moderate,serve_up",cat_short_shaken_citrus,"Combine vodka, lemon juice, and elderflower syrup in a shaker with ice, then strain into a chilled coupe.",glass_coffee_mug,lemon twist,2 minutes,Easy,https://drive.google.com/file/d/19f1xMZH54OW-FPqyAE3BrsuVUxnoYzHL/view?usp=drivesdk,2025-09-28
Empellón Cocina's Fat-Washed Mezcal,"[{""name"":""Mezcal"",""measure"":""2 oz""},{""name"":""Chocolate liqueur"",""measure"":""3/4 oz""},{""name"":""Coffee liqueur"",""measure"":""1/2 oz""}]","energy_smoky_brooding,time_nightcap","style_contemporary_classic,flavor_chocolate,flavor_coffee,strength_strong",cat_digestif_after_dinner,"Combine 2 oz mezcal and 3/4 oz chocolate liqueur in a mixing glass with ice, stir for 45 seconds, then strain into a chilled coupe. Carefully sink 1/2 oz coffee liqueur down the inside of the coupe over a spoon.",glass_beer_generic,none,4 minutes,Medium,https://drive.google.com/file/d/1FBfeix3N96SmOPFkrm2rcncrfj7G7awf/view?usp=drivesdk,2025-09-28
English Garden Cocktail,"[{""name"":""gin"",""measure"":""""},{""name"":""elderflower juice"",""measure"":""""},{""name"":""apple juice"",""measure"":""""},{""name"":""Lime, juice from"",""measure"":""""},{""name"":""cucumber, sliced along"",""measure"":""""},{""name"":""chrushed ice"",""measure"":""""},{""name"":""Mint leaves"",""measure"":""""}]","season_garden,time_aperitif","style_contemporary_classic,flavor_fruity,flavor_citrus,serve_on_rocks,occ_brunch,season_spring",cat_smash_julep_swizzle,"Muddle mint leaves and cucumber slices in a shaker, then add gin, elderflower juice, apple juice, and lime juice with crushed ice. Shake well and strain into a glass filled with crushed ice, garnishing with additional mint leaves.",glass_coffee_mug,cucumber ribbon + mint sprig,4 minutes,Medium,https://drive.google.com/file/d/1IcQavJIHZueWWPjhMFeQRqf-1H39q29d/view?usp=drivesdk,2025-09-28
English Highball,"[{""name"":""Brandy"",""measure"":""3/4 oz""},{""name"":""Gin"",""measure"":""3/4 oz""},{""name"":""Sweet Vermouth"",""measure"":""3/4 oz""},{""name"":""Carbonated water"",""measure"":""""},{""name"":""Lemon peel"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_highball,flavor_citrus,serve_long",cat_highball_long,"In a highball glass filled with ice, combine 3/4 oz brandy, 3/4 oz gin, and 3/4 oz sweet vermouth. Top with carbonated water, add a twist of lemon peel, stir gently, and serve.",glass_highball,lemon twist,2 minutes,Easy,https://drive.google.com/file/d/1gL-axQ2EjC8yFqZy33Lm9nyLeTpxKhAa/view?usp=drivesdk,2025-09-28
